tre:TRIREDRAFT_102382	ko:K01069
tre:TRIREDRAFT_71039	ko:K00452
tre:TRIREDRAFT_71050	ko:K19589
tre:TRIREDRAFT_71059	ko:K08192
tre:TRIREDRAFT_71078	ko:K08794
tre:TRIREDRAFT_71092	ko:K21403
tre:TRIREDRAFT_71245	ko:K01183
tre:TRIREDRAFT_71259	ko:K14675
tre:TRIREDRAFT_71284	ko:K24826
tre:TRIREDRAFT_71304	ko:K02924
tre:TRIREDRAFT_71315	ko:K19833
tre:TRIREDRAFT_71343	ko:K02267
tre:TRIREDRAFT_71363	ko:K03235
tre:TRIREDRAFT_71374	ko:K18468
tre:TRIREDRAFT_71380	ko:K00021
tre:TRIREDRAFT_71410	ko:K03262
tre:TRIREDRAFT_71468	ko:K07466
tre:TRIREDRAFT_71532	ko:K08254
tre:TRIREDRAFT_71554	ko:K19355
tre:TRIREDRAFT_71559	ko:K03263
tre:TRIREDRAFT_71563	ko:K00698
tre:TRIREDRAFT_71649	ko:K05545
tre:TRIREDRAFT_71655	ko:K00223
tre:TRIREDRAFT_71759	ko:K01866
tre:TRIREDRAFT_71783	ko:K04567
tre:TRIREDRAFT_71791	ko:K14567
tre:TRIREDRAFT_71970	ko:K05857
tre:TRIREDRAFT_71994	ko:K04649
tre:TRIREDRAFT_72012	ko:K00750
tre:TRIREDRAFT_72086	ko:K01293
tre:TRIREDRAFT_72108	ko:K10848
tre:TRIREDRAFT_72158	ko:K06672
tre:TRIREDRAFT_72287	ko:K15331
tre:TRIREDRAFT_72383	ko:K08139
tre:TRIREDRAFT_72459	ko:K00889
tre:TRIREDRAFT_72521	ko:K15171
tre:TRIREDRAFT_72526	ko:K01235
tre:TRIREDRAFT_72549	ko:K03186
tre:TRIREDRAFT_72567	ko:K19668
tre:TRIREDRAFT_72606	ko:K03178
tre:TRIREDRAFT_72612	ko:K01293
tre:TRIREDRAFT_72615	ko:K04567
tre:TRIREDRAFT_72632	ko:K07407
tre:TRIREDRAFT_72643	ko:K01940
tre:TRIREDRAFT_72685	ko:K00033
tre:TRIREDRAFT_72694	ko:K10428
tre:TRIREDRAFT_72788	ko:K27841
tre:TRIREDRAFT_72796	ko:K17617
tre:TRIREDRAFT_72896	ko:K09658
tre:TRIREDRAFT_72918	ko:K02884
tre:TRIREDRAFT_72922	ko:K19564
tre:TRIREDRAFT_72941	ko:K01549
tre:TRIREDRAFT_73099	ko:K15255
tre:TRIREDRAFT_73134	ko:K16055
tre:TRIREDRAFT_73179	ko:K08254
tre:TRIREDRAFT_73190	ko:K02350
tre:TRIREDRAFT_73231	ko:K02914
tre:TRIREDRAFT_73235	ko:K06013
tre:TRIREDRAFT_73248	ko:K01210
tre:TRIREDRAFT_73250	ko:K20989
tre:TRIREDRAFT_73256	ko:K01180
tre:TRIREDRAFT_73450	ko:K02975
tre:TRIREDRAFT_73501	ko:K06671
tre:TRIREDRAFT_73504	ko:K11109
tre:TRIREDRAFT_73511	ko:K00858
tre:TRIREDRAFT_73517	ko:K27960
tre:TRIREDRAFT_73525	ko:K18423
tre:TRIREDRAFT_73536	ko:K00262
tre:TRIREDRAFT_73560	ko:K14772
tre:TRIREDRAFT_73564	ko:K02727
tre:TRIREDRAFT_73570	ko:K14319
tre:TRIREDRAFT_73571	ko:K00413
tre:TRIREDRAFT_73574	ko:K03061
tre:TRIREDRAFT_73632	ko:K05972
tre:TRIREDRAFT_73646	ko:K02212
tre:TRIREDRAFT_73647	ko:K20472
tre:TRIREDRAFT_73665	ko:K00844
tre:TRIREDRAFT_73678	ko:K08054
tre:TRIREDRAFT_73690	ko:K26404
tre:TRIREDRAFT_73697	ko:K02141
tre:TRIREDRAFT_73733	ko:K09500
tre:TRIREDRAFT_73760	ko:K17775
tre:TRIREDRAFT_73764	ko:K15014
tre:TRIREDRAFT_73765	ko:K02925
tre:TRIREDRAFT_73774	ko:K01895
tre:TRIREDRAFT_73778	ko:K10756
tre:TRIREDRAFT_73783	ko:K03687
tre:TRIREDRAFT_73790	ko:K02135
tre:TRIREDRAFT_73809	ko:K01408
tre:TRIREDRAFT_73818	ko:K03781
tre:TRIREDRAFT_73823	ko:K03094
tre:TRIREDRAFT_73832	ko:K27899
tre:TRIREDRAFT_73837	ko:K03265
tre:TRIREDRAFT_73840	ko:K02938
tre:TRIREDRAFT_73842	ko:K00856
tre:TRIREDRAFT_73846	ko:K03950
tre:TRIREDRAFT_73853	ko:K00326
tre:TRIREDRAFT_73862	ko:K26736
tre:TRIREDRAFT_73873	ko:K00931
tre:TRIREDRAFT_73876	ko:K18156
tre:TRIREDRAFT_73881	ko:K10268
tre:TRIREDRAFT_73895	ko:K18738
tre:TRIREDRAFT_73897	ko:K01312
tre:TRIREDRAFT_73903	ko:K01057
tre:TRIREDRAFT_73912	ko:K18160
tre:TRIREDRAFT_73918	ko:K15264
tre:TRIREDRAFT_73924	ko:K05658
tre:TRIREDRAFT_73934	ko:K01653
tre:TRIREDRAFT_73937	ko:K00611
tre:TRIREDRAFT_73961	ko:K08997
tre:TRIREDRAFT_73967	ko:K05765
tre:TRIREDRAFT_73975	ko:K13099
tre:TRIREDRAFT_73985	ko:K02947
tre:TRIREDRAFT_74020	ko:K13421
tre:TRIREDRAFT_74026	ko:K00999
tre:TRIREDRAFT_74030	ko:K19708
tre:TRIREDRAFT_74047	ko:K10807
tre:TRIREDRAFT_74054	ko:K06110
tre:TRIREDRAFT_74070	ko:K16261
tre:TRIREDRAFT_74080	ko:K01918
tre:TRIREDRAFT_74086	ko:K24767
tre:TRIREDRAFT_74099	ko:K13119
tre:TRIREDRAFT_74103	ko:K00799
tre:TRIREDRAFT_74118	ko:K16365
tre:TRIREDRAFT_74122	ko:K00849
tre:TRIREDRAFT_74123	ko:K01652
tre:TRIREDRAFT_74158	ko:K14859
tre:TRIREDRAFT_74162	ko:K14777
tre:TRIREDRAFT_74163	ko:K19881
tre:TRIREDRAFT_74168	ko:K00721
tre:TRIREDRAFT_74172	ko:K20309
tre:TRIREDRAFT_74194	ko:K17742
tre:TRIREDRAFT_74223	ko:K01181
tre:TRIREDRAFT_74228	ko:K22993
tre:TRIREDRAFT_74233	ko:K12613
tre:TRIREDRAFT_74235	ko:K10808
tre:TRIREDRAFT_74241	ko:K13201
tre:TRIREDRAFT_74252	ko:K03264
tre:TRIREDRAFT_74258	ko:K01890
tre:TRIREDRAFT_74267	ko:K20471
tre:TRIREDRAFT_74278	ko:K22124
tre:TRIREDRAFT_74289	ko:K16186
tre:TRIREDRAFT_74318	ko:K14293
tre:TRIREDRAFT_74346	ko:K02358
tre:TRIREDRAFT_74356	ko:K14835
tre:TRIREDRAFT_74366	ko:K14663
tre:TRIREDRAFT_74374	ko:K14566
tre:TRIREDRAFT_74379	ko:K09829
tre:TRIREDRAFT_74381	ko:K11675
tre:TRIREDRAFT_74400	ko:K03083
tre:TRIREDRAFT_74409	ko:K02931
tre:TRIREDRAFT_74421	ko:K15115
tre:TRIREDRAFT_74442	ko:K14863
tre:TRIREDRAFT_74444	ko:K03008
tre:TRIREDRAFT_74449	ko:K08956
tre:TRIREDRAFT_74453	ko:K00074
tre:TRIREDRAFT_74476	ko:K07019
tre:TRIREDRAFT_74480	ko:K14555
tre:TRIREDRAFT_74486	ko:K17787
tre:TRIREDRAFT_74498	ko:K03238
tre:TRIREDRAFT_74502	ko:K17819
tre:TRIREDRAFT_74505	ko:K07432
tre:TRIREDRAFT_74517	ko:K01288
tre:TRIREDRAFT_74531	ko:K12763
tre:TRIREDRAFT_74559	ko:K08343
tre:TRIREDRAFT_74568	ko:K02987
tre:TRIREDRAFT_74570	ko:K08869
tre:TRIREDRAFT_74576	ko:K09043
tre:TRIREDRAFT_74622	ko:K17677
tre:TRIREDRAFT_74635	ko:K03327
tre:TRIREDRAFT_74682	ko:K12605
tre:TRIREDRAFT_74693	ko:K18203
tre:TRIREDRAFT_74701	ko:K02355
tre:TRIREDRAFT_74711	ko:K00938
tre:TRIREDRAFT_74725	ko:K14454
tre:TRIREDRAFT_74731	ko:K11825
tre:TRIREDRAFT_74771	ko:K21989
tre:TRIREDRAFT_74774	ko:K03248
tre:TRIREDRAFT_74804	ko:K21767
tre:TRIREDRAFT_74818	ko:K14808
tre:TRIREDRAFT_74848	ko:K19839
tre:TRIREDRAFT_74851	ko:K14299
tre:TRIREDRAFT_74854	ko:K00507
tre:TRIREDRAFT_74857	ko:K17669
tre:TRIREDRAFT_74861	ko:K17606
tre:TRIREDRAFT_74884	ko:K04382
tre:TRIREDRAFT_74892	ko:K18158
tre:TRIREDRAFT_74902	ko:K05759
tre:TRIREDRAFT_74907	ko:K18664
tre:TRIREDRAFT_74913	ko:K00817
tre:TRIREDRAFT_74943	ko:K00586
tre:TRIREDRAFT_74947	ko:K05290
tre:TRIREDRAFT_74962	ko:K17970
tre:TRIREDRAFT_74983	ko:K00030
tre:TRIREDRAFT_74989	ko:K07117
tre:TRIREDRAFT_75000	ko:K01702
tre:TRIREDRAFT_75001	ko:K19932
tre:TRIREDRAFT_75009	ko:K10743
tre:TRIREDRAFT_75012	ko:K22698
tre:TRIREDRAFT_75015	ko:K07407
tre:TRIREDRAFT_75024	ko:K02154
tre:TRIREDRAFT_75045	ko:K22724
tre:TRIREDRAFT_75056	ko:K00876
tre:TRIREDRAFT_75063	ko:K02542
tre:TRIREDRAFT_75069	ko:K03504
tre:TRIREDRAFT_75072	ko:K15053
tre:TRIREDRAFT_75074	ko:K20305
tre:TRIREDRAFT_75078	ko:K13291
tre:TRIREDRAFT_75079	ko:K00948
tre:TRIREDRAFT_75102	ko:K12867
tre:TRIREDRAFT_75116	ko:K10246
tre:TRIREDRAFT_75128	ko:K06877
tre:TRIREDRAFT_75139	ko:K22381
tre:TRIREDRAFT_75159	ko:K13721
tre:TRIREDRAFT_75175	ko:K09478
tre:TRIREDRAFT_75184	ko:K12617
tre:TRIREDRAFT_75189	ko:K12397
tre:TRIREDRAFT_75195	ko:K11237
tre:TRIREDRAFT_75200	ko:K17981
tre:TRIREDRAFT_75204	ko:K24684
tre:TRIREDRAFT_75205	ko:K10838
tre:TRIREDRAFT_75226	ko:K00254
tre:TRIREDRAFT_75230	ko:K00059
tre:TRIREDRAFT_75235	ko:K17815
tre:TRIREDRAFT_75258	ko:K08597
tre:TRIREDRAFT_75271	ko:K06215
tre:TRIREDRAFT_75280	ko:K24350
tre:TRIREDRAFT_75294	ko:K00826
tre:TRIREDRAFT_75295	ko:K22337
tre:TRIREDRAFT_75304	ko:K08963
tre:TRIREDRAFT_75311	ko:K05857
tre:TRIREDRAFT_75316	ko:K11661
tre:TRIREDRAFT_75324	ko:K01881
tre:TRIREDRAFT_75335	ko:K14763
tre:TRIREDRAFT_75336	ko:K03846
tre:TRIREDRAFT_75347	ko:K01537
tre:TRIREDRAFT_75368	ko:K07513
tre:TRIREDRAFT_75397	ko:K20131
tre:TRIREDRAFT_75409	ko:K01530
tre:TRIREDRAFT_75414	ko:K00766
tre:TRIREDRAFT_75421	ko:K00728
tre:TRIREDRAFT_75428	ko:K11094
tre:TRIREDRAFT_75430	ko:K16261
tre:TRIREDRAFT_75440	ko:K13350
tre:TRIREDRAFT_75444	ko:K12178
tre:TRIREDRAFT_75468	ko:K05917
tre:TRIREDRAFT_75472	ko:K03132
tre:TRIREDRAFT_75475	ko:K03321
tre:TRIREDRAFT_75506	ko:K00602
tre:TRIREDRAFT_75514	ko:K15114
tre:TRIREDRAFT_75518	ko:K03515
tre:TRIREDRAFT_75529	ko:K01520
tre:TRIREDRAFT_75534	ko:K18738
tre:TRIREDRAFT_75535	ko:K12351
tre:TRIREDRAFT_75547	ko:K07936
tre:TRIREDRAFT_75551	ko:K00858
tre:TRIREDRAFT_75564	ko:K02868
tre:TRIREDRAFT_75580	ko:K27103
tre:TRIREDRAFT_75589	ko:K01641
tre:TRIREDRAFT_75593	ko:K13343
tre:TRIREDRAFT_75603	ko:K12385
tre:TRIREDRAFT_75609	ko:K02883
tre:TRIREDRAFT_75620	ko:K14649
tre:TRIREDRAFT_75646	ko:K11436
tre:TRIREDRAFT_75655	ko:K20295
tre:TRIREDRAFT_75662	ko:K19950
tre:TRIREDRAFT_75664	ko:K14781
tre:TRIREDRAFT_75686	ko:K17979
tre:TRIREDRAFT_75687	ko:K03245
tre:TRIREDRAFT_75689	ko:K01887
tre:TRIREDRAFT_75704	ko:K00860
tre:TRIREDRAFT_75707	ko:K02148
tre:TRIREDRAFT_75736	ko:K12844
tre:TRIREDRAFT_75739	ko:K12869
tre:TRIREDRAFT_75742	ko:K20406
tre:TRIREDRAFT_75758	ko:K14301
tre:TRIREDRAFT_75764	ko:K23039
tre:TRIREDRAFT_75769	ko:K00036
tre:TRIREDRAFT_75794	ko:K17987
tre:TRIREDRAFT_75838	ko:K11205
tre:TRIREDRAFT_75845	ko:K04487
tre:TRIREDRAFT_75859	ko:K01551
tre:TRIREDRAFT_75872	ko:K11226
tre:TRIREDRAFT_75878	ko:K04739
tre:TRIREDRAFT_75879	ko:K11362
tre:TRIREDRAFT_75890	ko:K00288
tre:TRIREDRAFT_75921	ko:K05542
tre:TRIREDRAFT_75937	ko:K28027
tre:TRIREDRAFT_75949	ko:K07973
tre:TRIREDRAFT_75954	ko:K03254
tre:TRIREDRAFT_75965	ko:K12830
tre:TRIREDRAFT_75972	ko:K10082
tre:TRIREDRAFT_75992	ko:K14154
tre:TRIREDRAFT_76010	ko:K02731
tre:TRIREDRAFT_76013	ko:K21618
tre:TRIREDRAFT_76018	ko:K01738
tre:TRIREDRAFT_76037	ko:K20477
tre:TRIREDRAFT_76050	ko:K07561
tre:TRIREDRAFT_76057	ko:K02147
tre:TRIREDRAFT_76073	ko:K12625
tre:TRIREDRAFT_76082	ko:K14773
tre:TRIREDRAFT_76114	ko:K13237
tre:TRIREDRAFT_76159	ko:K03935
tre:TRIREDRAFT_76166	ko:K02127
tre:TRIREDRAFT_76169	ko:K14771
tre:TRIREDRAFT_76172	ko:K20367
tre:TRIREDRAFT_76191	ko:K12828
tre:TRIREDRAFT_76215	ko:K22470
tre:TRIREDRAFT_76227	ko:K05349
tre:TRIREDRAFT_76238	ko:K01535
tre:TRIREDRAFT_76291	ko:K06965
tre:TRIREDRAFT_76311	ko:K24160
tre:TRIREDRAFT_76324	ko:K01907
tre:TRIREDRAFT_76329	ko:K15306
tre:TRIREDRAFT_76330	ko:K03140
tre:TRIREDRAFT_76336	ko:K06030
tre:TRIREDRAFT_76340	ko:K17769
tre:TRIREDRAFT_76381	ko:K00365
tre:TRIREDRAFT_76393	ko:K09503
tre:TRIREDRAFT_76453	ko:K05658
tre:TRIREDRAFT_76481	ko:K12858
tre:TRIREDRAFT_76502	ko:K01410
tre:TRIREDRAFT_76505	ko:K21545
tre:TRIREDRAFT_76514	ko:K03163
tre:TRIREDRAFT_76515	ko:K20182
tre:TRIREDRAFT_76522	ko:K08794
tre:TRIREDRAFT_76532	ko:K02941
tre:TRIREDRAFT_76543	ko:K12488
tre:TRIREDRAFT_76551	ko:K13800
tre:TRIREDRAFT_76557	ko:K13754
tre:TRIREDRAFT_76590	ko:K21547
tre:TRIREDRAFT_76601	ko:K00387
tre:TRIREDRAFT_76620	ko:K00111
tre:TRIREDRAFT_76672	ko:K05349
tre:TRIREDRAFT_76682	ko:K08711
tre:TRIREDRAFT_76701	ko:K13335
tre:TRIREDRAFT_76710	ko:K03018
tre:TRIREDRAFT_76722	ko:K05916
tre:TRIREDRAFT_76740	ko:K09522
tre:TRIREDRAFT_76744	ko:K00162
tre:TRIREDRAFT_76758	ko:K08141
tre:TRIREDRAFT_76766	ko:K06901
tre:TRIREDRAFT_76775	ko:K28059
tre:TRIREDRAFT_76784	ko:K00008
tre:TRIREDRAFT_76795	ko:K12825
tre:TRIREDRAFT_76817	ko:K09184
tre:TRIREDRAFT_76828	ko:K03681
tre:TRIREDRAFT_76833	ko:K06961
tre:TRIREDRAFT_76845	ko:K17491
tre:TRIREDRAFT_76859	ko:K20223
tre:TRIREDRAFT_76862	ko:K18932
tre:TRIREDRAFT_76875	ko:K12572
tre:TRIREDRAFT_76880	ko:K07836
tre:TRIREDRAFT_76897	ko:K08192
tre:TRIREDRAFT_76905	ko:K00485
tre:TRIREDRAFT_76906	ko:K23541
tre:TRIREDRAFT_76927	ko:K03113
tre:TRIREDRAFT_76930	ko:K18159
tre:TRIREDRAFT_76939	ko:K02997
tre:TRIREDRAFT_76954	ko:K01113
tre:TRIREDRAFT_76960	ko:K06063
tre:TRIREDRAFT_77007	ko:K27398
tre:TRIREDRAFT_77009	ko:K27705
tre:TRIREDRAFT_77014	ko:K01526
tre:TRIREDRAFT_77025	ko:K01530
tre:TRIREDRAFT_77031	ko:K11238
tre:TRIREDRAFT_77038	ko:K08517
tre:TRIREDRAFT_77056	ko:K28212
tre:TRIREDRAFT_77084	ko:K18748
tre:TRIREDRAFT_77086	ko:K10777
tre:TRIREDRAFT_77093	ko:K12350
tre:TRIREDRAFT_77098	ko:K27894
tre:TRIREDRAFT_77119	ko:K01581
tre:TRIREDRAFT_77122	ko:K06972
tre:TRIREDRAFT_77135	ko:K11584
tre:TRIREDRAFT_77142	ko:K17263
tre:TRIREDRAFT_77188	ko:K02863
tre:TRIREDRAFT_77209	ko:K12827
tre:TRIREDRAFT_77222	ko:K14012
tre:TRIREDRAFT_77227	ko:K00720
tre:TRIREDRAFT_77242	ko:K00620
tre:TRIREDRAFT_77251	ko:K08874
tre:TRIREDRAFT_77266	ko:K00943
tre:TRIREDRAFT_77279	ko:K07200
tre:TRIREDRAFT_77281	ko:K08332
tre:TRIREDRAFT_77299	ko:K15855
tre:TRIREDRAFT_77309	ko:K01611
tre:TRIREDRAFT_77330	ko:K03039
tre:TRIREDRAFT_77336	ko:K01681
tre:TRIREDRAFT_77339	ko:K16275
tre:TRIREDRAFT_77353	ko:K03953
tre:TRIREDRAFT_77364	ko:K11366
tre:TRIREDRAFT_77373	ko:K00382
tre:TRIREDRAFT_77404	ko:K14289
tre:TRIREDRAFT_77441	ko:K15620
tre:TRIREDRAFT_77447	ko:K09140
tre:TRIREDRAFT_77456	ko:K15026
tre:TRIREDRAFT_77473	ko:K02295
tre:TRIREDRAFT_77481	ko:K01621
tre:TRIREDRAFT_77485	ko:K09499
tre:TRIREDRAFT_77495	ko:K15028
tre:TRIREDRAFT_77505	ko:K20296
tre:TRIREDRAFT_77539	ko:K08288
tre:TRIREDRAFT_77541	ko:K11662
tre:TRIREDRAFT_77552	ko:K08176
tre:TRIREDRAFT_77570	ko:K14007
tre:TRIREDRAFT_77577	ko:K11244
tre:TRIREDRAFT_77579	ko:K01381
tre:TRIREDRAFT_77583	ko:K26544
tre:TRIREDRAFT_77587	ko:K03063
tre:TRIREDRAFT_77591	ko:K03033
tre:TRIREDRAFT_77602	ko:K00697
tre:TRIREDRAFT_77609	ko:K11771
tre:TRIREDRAFT_77613	ko:K03250
tre:TRIREDRAFT_77616	ko:K03348
tre:TRIREDRAFT_77629	ko:K18184
tre:TRIREDRAFT_77634	ko:K03860
tre:TRIREDRAFT_77642	ko:K16794
tre:TRIREDRAFT_77647	ko:K01620
tre:TRIREDRAFT_77656	ko:K15633
tre:TRIREDRAFT_77661	ko:K20465
tre:TRIREDRAFT_77667	ko:K11968
tre:TRIREDRAFT_77672	ko:K08518
tre:TRIREDRAFT_77685	ko:K11359
tre:TRIREDRAFT_77689	ko:K01104
tre:TRIREDRAFT_77699	ko:K28098
tre:TRIREDRAFT_77703	ko:K08711
tre:TRIREDRAFT_77714	ko:K01942
tre:TRIREDRAFT_77732	ko:K04554
tre:TRIREDRAFT_77739	ko:K00451
tre:TRIREDRAFT_77749	ko:K01555
tre:TRIREDRAFT_77758	ko:K01764
tre:TRIREDRAFT_77767	ko:K23516
tre:TRIREDRAFT_77770	ko:K00002
tre:TRIREDRAFT_77795	ko:K10259
tre:TRIREDRAFT_77806	ko:K00002
tre:TRIREDRAFT_77811	ko:K24909
tre:TRIREDRAFT_77850	ko:K21845
tre:TRIREDRAFT_77887	ko:K26091
tre:TRIREDRAFT_77906	ko:K02998
tre:TRIREDRAFT_77915	ko:K16368
tre:TRIREDRAFT_77932	ko:K02907
tre:TRIREDRAFT_77942	ko:K22834
tre:TRIREDRAFT_77974	ko:K15628
tre:TRIREDRAFT_77979	ko:K12399
tre:TRIREDRAFT_77991	ko:K03142
tre:TRIREDRAFT_78027	ko:K17774
tre:TRIREDRAFT_78044	ko:K03258
tre:TRIREDRAFT_78046	ko:K15029
tre:TRIREDRAFT_78049	ko:K14536
tre:TRIREDRAFT_78054	ko:K20180
tre:TRIREDRAFT_78062	ko:K14792
tre:TRIREDRAFT_78072	ko:K01426
tre:TRIREDRAFT_78109	ko:K12856
tre:TRIREDRAFT_78130	ko:K00227
tre:TRIREDRAFT_78158	ko:K20222
tre:TRIREDRAFT_78162	ko:K14821
tre:TRIREDRAFT_78176	ko:K00706
tre:TRIREDRAFT_78233	ko:K02971
tre:TRIREDRAFT_78264	ko:K07304
tre:TRIREDRAFT_78268	ko:K10273
tre:TRIREDRAFT_78274	ko:K00921
tre:TRIREDRAFT_78288	ko:K14404
tre:TRIREDRAFT_78301	ko:K14688
tre:TRIREDRAFT_78306	ko:K01011
tre:TRIREDRAFT_78309	ko:K02216
tre:TRIREDRAFT_78322	ko:K15130
tre:TRIREDRAFT_78347	ko:K01626
tre:TRIREDRAFT_78357	ko:K03809
tre:TRIREDRAFT_78373	ko:K05681
tre:TRIREDRAFT_78377	ko:K14537
tre:TRIREDRAFT_78409	ko:K01733
tre:TRIREDRAFT_78415	ko:K24750
tre:TRIREDRAFT_78423	ko:K03032
tre:TRIREDRAFT_78439	ko:K00873
tre:TRIREDRAFT_78465	ko:K08197
tre:TRIREDRAFT_78482	ko:K03955
tre:TRIREDRAFT_78542	ko:K16342
tre:TRIREDRAFT_78543	ko:K11090
tre:TRIREDRAFT_78552	ko:K01593
tre:TRIREDRAFT_78555	ko:K14676
tre:TRIREDRAFT_78560	ko:K24104
tre:TRIREDRAFT_78561	ko:K15376
tre:TRIREDRAFT_78576	ko:K00275
tre:TRIREDRAFT_78582	ko:K01772
tre:TRIREDRAFT_78585	ko:K08158
tre:TRIREDRAFT_78591	ko:K00668
tre:TRIREDRAFT_78611	ko:K01115
tre:TRIREDRAFT_78661	ko:K02988
tre:TRIREDRAFT_78683	ko:K00128
tre:TRIREDRAFT_78685	ko:K09828
tre:TRIREDRAFT_78688	ko:K09419
tre:TRIREDRAFT_78693	ko:K15326
tre:TRIREDRAFT_78695	ko:K06874
tre:TRIREDRAFT_78706	ko:K02608
tre:TRIREDRAFT_78713	ko:K22832
tre:TRIREDRAFT_78726	ko:K03011
tre:TRIREDRAFT_78732	ko:K00900
tre:TRIREDRAFT_78738	ko:K24160
tre:TRIREDRAFT_78740	ko:K08504
tre:TRIREDRAFT_78753	ko:K14309
tre:TRIREDRAFT_78757	ko:K01535
tre:TRIREDRAFT_78768	ko:K23568
tre:TRIREDRAFT_78773	ko:K01897
tre:TRIREDRAFT_78783	ko:K11558
tre:TRIREDRAFT_78797	ko:K00106
tre:TRIREDRAFT_78799	ko:K27389
tre:TRIREDRAFT_78806	ko:K10597
tre:TRIREDRAFT_78817	ko:K03066
tre:TRIREDRAFT_78833	ko:K02429
tre:TRIREDRAFT_78836	ko:K15102
tre:TRIREDRAFT_78843	ko:K03241
tre:TRIREDRAFT_78864	ko:K00605
tre:TRIREDRAFT_78866	ko:K02144
tre:TRIREDRAFT_78870	ko:K02940
tre:TRIREDRAFT_78882	ko:K02732
tre:TRIREDRAFT_78886	ko:K14570
tre:TRIREDRAFT_78909	ko:K08286
tre:TRIREDRAFT_78925	ko:K02736
tre:TRIREDRAFT_78929	ko:K07748
tre:TRIREDRAFT_78935	ko:K10585
tre:TRIREDRAFT_78939	ko:K12854
tre:TRIREDRAFT_78958	ko:K06902
tre:TRIREDRAFT_78961	ko:K10365
tre:TRIREDRAFT_78970	ko:K15102
tre:TRIREDRAFT_79014	ko:K02155
tre:TRIREDRAFT_79019	ko:K01115
tre:TRIREDRAFT_79031	ko:K06942
tre:TRIREDRAFT_79034	ko:K08869
tre:TRIREDRAFT_79037	ko:K01953
tre:TRIREDRAFT_79044	ko:K01230
tre:TRIREDRAFT_79059	ko:K01858
tre:TRIREDRAFT_79104	ko:K17268
tre:TRIREDRAFT_79106	ko:K02929
tre:TRIREDRAFT_79124	ko:K10392
tre:TRIREDRAFT_79129	ko:K09705
tre:TRIREDRAFT_79153	ko:K01469
tre:TRIREDRAFT_79171	ko:K02218
tre:TRIREDRAFT_79174	ko:K20346
tre:TRIREDRAFT_79187	ko:K02321
tre:TRIREDRAFT_79225	ko:K03010
tre:TRIREDRAFT_79229	ko:K21594
tre:TRIREDRAFT_79258	ko:K01530
tre:TRIREDRAFT_79262	ko:K02150
tre:TRIREDRAFT_79271	ko:K01638
tre:TRIREDRAFT_79287	ko:K14787
tre:TRIREDRAFT_79295	ko:K14009
tre:TRIREDRAFT_79300	ko:K27388
tre:TRIREDRAFT_79304	ko:K10846
tre:TRIREDRAFT_79315	ko:K03006
tre:TRIREDRAFT_79334	ko:K00326
tre:TRIREDRAFT_79345	ko:K13348
tre:TRIREDRAFT_79359	ko:K17785
tre:TRIREDRAFT_79373	ko:K00759
tre:TRIREDRAFT_79381	ko:K23333
tre:TRIREDRAFT_79395	ko:K00102
tre:TRIREDRAFT_79414	ko:K11315
tre:TRIREDRAFT_79419	ko:K04523
tre:TRIREDRAFT_79439	ko:K00626
tre:TRIREDRAFT_79441	ko:K11644
tre:TRIREDRAFT_79459	ko:K00671
tre:TRIREDRAFT_79485	ko:K01456
tre:TRIREDRAFT_79487	ko:K09660
tre:TRIREDRAFT_79490	ko:K23362
tre:TRIREDRAFT_79495	ko:K01649
tre:TRIREDRAFT_79498	ko:K08008
tre:TRIREDRAFT_79503	ko:K03097
tre:TRIREDRAFT_79535	ko:K06269
tre:TRIREDRAFT_79545	ko:K00088
tre:TRIREDRAFT_79560	ko:K15728
tre:TRIREDRAFT_79565	ko:K00384
tre:TRIREDRAFT_79568	ko:K00972
tre:TRIREDRAFT_79599	ko:K07300
tre:TRIREDRAFT_79602	ko:K01180
tre:TRIREDRAFT_79619	ko:K17422
tre:TRIREDRAFT_79623	ko:K14800
tre:TRIREDRAFT_79644	ko:K12346
tre:TRIREDRAFT_79669	ko:K01207
tre:TRIREDRAFT_79671	ko:K01443
tre:TRIREDRAFT_79677	ko:K00844
tre:TRIREDRAFT_79686	ko:K13126
tre:TRIREDRAFT_79690	ko:K00311
tre:TRIREDRAFT_79694	ko:K00306
tre:TRIREDRAFT_79737	ko:K01800
tre:TRIREDRAFT_79741	ko:K14708
tre:TRIREDRAFT_79746	ko:K24394
tre:TRIREDRAFT_79749	ko:K13103
tre:TRIREDRAFT_79756	ko:K03362
tre:TRIREDRAFT_79761	ko:K15136
tre:TRIREDRAFT_79769	ko:K01764
tre:TRIREDRAFT_79774	ko:K22884
tre:TRIREDRAFT_79782	ko:K00652
tre:TRIREDRAFT_79797	ko:K10088
tre:TRIREDRAFT_79817	ko:K14799
tre:TRIREDRAFT_79825	ko:K02726
tre:TRIREDRAFT_79832	ko:K05532
tre:TRIREDRAFT_79835	ko:K01634
tre:TRIREDRAFT_79850	ko:K17605
tre:TRIREDRAFT_79854	ko:K10643
tre:TRIREDRAFT_79884	ko:K12158
tre:TRIREDRAFT_79891	ko:K14004
tre:TRIREDRAFT_79895	ko:K19852
tre:TRIREDRAFT_79919	ko:K11415
tre:TRIREDRAFT_79933	ko:K01082
tre:TRIREDRAFT_79946	ko:K15437
tre:TRIREDRAFT_79947	ko:K10908
tre:TRIREDRAFT_79955	ko:K01784
tre:TRIREDRAFT_79960	ko:K01230
